序号,采购人,合同名称,分类,理由
7435,长江水利委员会长江流域水土保持监测中心站,外业图斑调绘软件合同,协调能力,支持水土保持监测
7436,中国科学院沈阳自动化研究所,离体神经网络电刺激记录系统,协调能力,支持科研能力
7437,国家海洋局南通海洋环境监测中心站,批量集中采购简易合同新洋港空调,协调能力,支持海洋监测服务
7438,国家测绘地理信息局第二地理信息制图院,销售合同,协调能力,支持测绘服务
7439,漳县教育体育局,2015年漳县武阳中学武阳三小2所灾后重建,协调能力,提供公共教育服务
7440,济南黄河河务局平阴黄河河务局,中央单位批量集中采购简易合同,协调能力,组织水利服务
7441,中国科学院武汉植物园,激光共聚焦三维扫描仪供货合同,协调能力,支持科研机构
7442,江西省大气探测技术中心,江西省气象局新型自动站采购项目合同协议书,协调能力,组织气象服务
7443,济南黄河河务局天桥黄河河务局,中央单位批量集中采购简易合同,协调能力,组织水利服务
7444,玉门建化工业区管委会,锅炉房供热系统项目,协调能力,组织产业园区服务
7445,东乡县教育局,农村义务教育学生营养餐改善计划采购项目,协调能力,提供公共教育服务
7446,中国海洋报社,闪光灯采购项目合同书,协调能力,支持海洋宣传服务
7447,中国科学院武汉植物园,气相色谱仪供货合同,协调能力,支持科研机构
7448,国家海洋局宁德海洋环境监测中心站,强腐蚀性化学品储存柜采购项目成交合同,协调能力,组织海洋监测服务
7449,中国科学院上海应用物理研究所,移动工作站,协调能力,支持科研信息化
7450,中国检验检疫科学研究院,现场用多功能计量炉采购合同,合规能力,支持检验检疫科研
7451,云南出入境检验检疫局检验检疫技术中心,多样品平行蒸发系统采购合同,合规能力,支持检验检疫能力
7452,中国国土资源航空物探遥感中心,投影仪传真机采购合同,协调能力,支持国土资源调查
7453,中国国土资源航空物探遥感中心,专用设备采购合同,协调能力,支持国土资源调查
7454,中国科学院重庆绿色智能技术研究院,太赫兹源实验平台装修工程施工补充合同,协调能力,支持科研设施
7455,山丹县李桥乡人民政府,精准扶贫项目二标段二包,协调能力,组织扶贫服务
7456,庆阳市国营合水林业总场平定川林场,2014年度天然林资源保护工程二期公益林建设项目,协调能力,组织林业生态服务
7457,长江水利委员会长江科学院,水工材料化学性能测试系统设备购置,协调能力,支持水利科研
7458,国家海洋局第三海洋研究所,海洋三所地质样品库装修改造工程,协调能力,支持海洋科研
7459,国家海洋局北海海洋环境监测中心站,全站仪采购合同,协调能力,组织海洋监测服务
7460,庆阳市西峰区林业局,北石窟荒山绿化项目三包,协调能力,组织林业生态服务
7461,西安市国家税务局,综合业务办公用房维修改造电梯采购及安装项目合同,提取能力,支持税务基础设施
7462,中国科学技术馆,2015年科普大篷车车载展品采购项目合肥探奥,协调能力,提供科普公共文化服务
7463,水利部水利信息中心,水利部预算单位联网信道租用项目,协调能力,支持水利信息化
7464,国家纳米科学中心,服务器,协调能力,支持科研信息化
7465,水利部交通运输部国家能源局南京水利科学研究院,碳氮同位素质谱仪技术合同书,协调能力,支持水利科研
7466,陇西县教体局,陇西县教体局教学设备采购项目,协调能力,提供公共教育服务
7467,庆阳市西峰区文学艺术联合会,中国梦黄土情西峰区文艺作品荟萃丛书印刷服务采购项目合同,协调能力,支持公共文化服务
7468,甘肃省新闻出版广电局,甘肃2015年中央广播电视节目无线数字化覆盖工程项目卫星信号源接收设备,协调能力,提供公共广播电视服务
7469,中国科学技术馆,2015年科普大篷车车载展品采购项目杭州致知合同,协调能力,提供科普公共文化服务
7470,国家测绘地理信息局第三地形测量队,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7471,青岛海洋地质研究所,测量数据与处理软件,协调能力,支持海洋地质科研
7472,中国科学技术大学,空调采购,协调能力,支持高等教育
7473,中央国家机关政府采购中心,中央单位批量集中采购供货合同,协调能力,政府采购服务
7474,陇西县农村能源站,太阳能采购项目,协调能力,组织农村能源服务
7475,中国人民银行金融信息中心,中央国家机关政府采购网上竞价合同,提取能力,支持金融监管能力
7476,国家海洋局第二海洋研究所,全海深多波束测深系统合同,协调能力,支持海洋科研
7477,国家测绘局四川测绘产品质量监督检验站,机架服务器采购项目,协调能力,支持测绘服务
7478,四川省绵阳等市区县气象局,四川省气象局新型自动气象站设备采购项目合同协议书,协调能力,组织气象服务
7479,中国地质调查局西安地质调查中心,网上竞价合同,协调能力,支持地质调查服务
7480,中国科学院上海应用物理研究所,X射线自由电子激光试验装置项目高低压开关柜设备采购合同,协调能力,支持科研设施
7481,中国科学技术大学,视频会议系统采购,协调能力,支持高等教育
7482,扬子江工程咨询有限公司湖北,水体藻毒素分析系统设备购置,协调能力,支持水利工程咨询
7483,中华人民共和国罗湖海关,中央单位批量集中采购简易合同,提取能力,支持海关运营
7484,中国银行业监督管理委员会汕头监管分局,便携式电脑采购项目,提取能力,支持金融监管能力
7485,中国科学院重庆绿色智能技术研究院,超算服务器采购项目,协调能力,支持科研信息化
7486,国家海洋局第二海洋研究所,生物特征采集一体机采购,协调能力,支持海洋科研
7487,无供应商,贵州省六盘水市水文水资源局标志牌项目,其他,无明确政府机构
7488,中国科学院西安光学精密机械研究所,高性能相位噪声和阿兰方差分析仪,协调能力,支持科研能力
7489,和政县扶贫办,良种羊采购项目,协调能力,组织扶贫服务
7490,和政县发改局,广河县十三五规划项目合同书,协调能力,支持发展规划服务
7491,中国科学院兰州化学物理研究所,电化学腐蚀摩擦磨损试验机,协调能力,支持科研能力
7492,中国土地勘测规划院,北京市高校教育用地集约利用评价和政策研究,协调能力,组织土地测绘服务
7493,中国海洋报社,相机配件采购项目合同书,协调能力,支持海洋宣传服务
7494,中华人民共和国商务部办公厅,商务部更新文印设备采购项目,协调能力,支持商务管理
7495,中国科学院计算机网络信息中心,2015年修购采购项目协同科研云服务网络与信息安全建设项目采购合同,协调能力,支持科研信息化
7496,国家海洋局第二海洋研究所,深海锚系维修维护备品备件购置合同,协调能力,支持海洋科研
7497,国家海洋局第二海洋研究所,水体光谱连续采集系统采购合同,协调能力,支持海洋科研
7498,中国残疾人联合会,县级残联流动服务车项目采购合同,协调能力,提供残疾人公共服务
7499,中国检验检疫科学研究院,便携式红外辐射面源采购合同,合规能力,支持检验检疫科研
7500,中国土地勘测规划院,中国土地勘测规划院外协项目合同书遥感监测任务4分包,协调能力,组织土地测绘服务
7501,国家海洋局南海工程勘察中心,高精度动态差分全球定位仪RTKGPS,协调能力,组织海洋调查服务
7502,中国海监第九支队,中央国家机关政府采购网上竞价合同,协调能力,支持海监服务
7503,中国残疾人联合会,贫困成年听力残疾人助听器项目采购合同,协调能力,提供残疾人公共服务
7504,国家海洋局南海调查技术中心,激光测距仪,协调能力,组织海洋调查服务
7505,国家文物局水下文化遗产保护中心,2015年国家水下文化遗产保护人才培训与队伍建设水下考古实习,协调能力,支持文化遗产保护
7506,黑龙江地理信息工程院,中央国家机关政府采购网上竞价合同,协调能力,支持测绘服务
7507,庆阳市庆化学校,电脑录播系统多媒体系统课桌椅采购,协调能力,提供公共教育服务
7508,中国科学技术馆,2015年科普大篷车车载展品采购项目上海智慧圆,协调能力,提供科普公共文化服务
7509,国家海洋局南海规划与环境研究院,货物采购合同,协调能力,支持海洋规划服务
7510,水利部水利信息中心,水利异地备份中心云架构容灾备份基础平台建设A01分包,协调能力,支持水利信息化
7511,庆阳市西峰区什社中学,实施校舍维修工程政府采购合同,协调能力,提供公共教育服务
7512,定西市人民代表大会常务委员会,办公通用设备项目政府采购购销合同,协调能力,支持人大服务
7513,庆阳市西峰区林业局,封山育林等六个林业重点生态工程项目六包,协调能力,组织林业生态服务
